issue_number	node_id	former_url	source_state	raw_sha256	governed_destination	architecture_coverage	local_status	cutover_action	merged_commit
124	I_kwDOONYVBs8AAAABCgcWQw	https://github.com/pdomain/pdomain-book-tools/issues/124	CLOSED	50e11a24f3b10ebfa7eee2d0ab25e20ac6f0298089cb1c82c0f924514e232b0d	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	The types subpath export belongs to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-010	6842ec6b11c06c9b987b384b4abf7e9dc4699014
125	I_kwDOONYVBs8AAAABCgcWYg	https://github.com/pdomain/pdomain-book-tools/issues/125	CLOSED	4d00a69fcbfe5609d30670ba8ee91bbc4f4dad19c0caed9a2a443722f4d8e22e	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	The canvas slot API and types belong to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-010	6842ec6b11c06c9b987b384b4abf7e9dc4699014
126	I_kwDOONYVBs8AAAABCgcWhA	https://github.com/pdomain/pdomain-book-tools/issues/126	CLOSED	dc288c7370e12200916f8f62170c9b7af1bd544211b2bd60ceac2c326fd46093	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	The three canvas hooks belong to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-010	6842ec6b11c06c9b987b384b4abf7e9dc4699014
127	I_kwDOONYVBs8AAAABCgcWnw	https://github.com/pdomain/pdomain-book-tools/issues/127	CLOSED	3c0918a77128e1dc62c2032d8b5ea1a1baffe65d53adc057f96fb73144158824	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	The stage shell, image layer, and fixed layer order belong to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-010	6842ec6b11c06c9b987b384b4abf7e9dc4699014
128	I_kwDOONYVBs8AAAABCgcWrw	https://github.com/pdomain/pdomain-book-tools/issues/128	CLOSED	f940769ce12125aa2b5b0672ceaff27b8c534f68069752bf9bc03ab48d0a313b	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	The six canvas slot helpers belong to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-010	6842ec6b11c06c9b987b384b4abf7e9dc4699014
129	I_kwDOONYVBs8AAAABCgcWzg	https://github.com/pdomain/pdomain-book-tools/issues/129	CLOSED	8de191ba21a287de045b65ada10514acbb50b2cdf788c894f59cd2f21064f4f9	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	The canvas subpath export belongs to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-011	6842ec6b11c06c9b987b384b4abf7e9dc4699014
130	I_kwDOONYVBs8AAAABCgcW8A	https://github.com/pdomain/pdomain-book-tools/issues/130	CLOSED	99d5efe91c4f54c1ac0f17e59db6cd461df415e47239d753a377899e28ff180c	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	WordList API types and render-prop signatures belong to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-011	6842ec6b11c06c9b987b384b4abf7e9dc4699014
131	I_kwDOONYVBs8AAAABCgcXFA	https://github.com/pdomain/pdomain-book-tools/issues/131	CLOSED	7ad06c7b9a943623ba127f785e37d06a07413ce3de915bc3fa06d08bab390295	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	The virtualized list shell belongs to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-011	6842ec6b11c06c9b987b384b4abf7e9dc4699014
132	I_kwDOONYVBs8AAAABCgcXKw	https://github.com/pdomain/pdomain-book-tools/issues/132	CLOSED	ab064ed19af53a9e1aa14297e69b959bb77cbbd199f9c9e85a438f8d50181a48	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	LineList and PageList sibling shells belong to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-011	6842ec6b11c06c9b987b384b4abf7e9dc4699014
133	I_kwDOONYVBs8AAAABCgcXUQ	https://github.com/pdomain/pdomain-book-tools/issues/133	CLOSED	226b2c6978f652414879c6b39cb79de8189d3d3fe2c905a633fb4e224b658564	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	LineCard adapter documentation belongs to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-011	6842ec6b11c06c9b987b384b4abf7e9dc4699014
134	I_kwDOONYVBs8AAAABCgcXbA	https://github.com/pdomain/pdomain-book-tools/issues/134	CLOSED	fda5f278988fb90f39d019441cd2c729d25b06e55fd350d1c9a355176d216b72	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	Worklist filtering and sorting hooks belong to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-011	6842ec6b11c06c9b987b384b4abf7e9dc4699014
135	I_kwDOONYVBs8AAAABCgcXgw	https://github.com/pdomain/pdomain-book-tools/issues/135	CLOSED	9fbe736f4877e2ecfb21d781be8d5baa9124b862623710f46c2d265586d5ecbf	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	StatusPip, ConfidenceBar, and MatchStatusChip belong to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-011	6842ec6b11c06c9b987b384b4abf7e9dc4699014
136	I_kwDOONYVBs8AAAABCgcXng	https://github.com/pdomain/pdomain-book-tools/issues/136	CLOSED	38d605c9165f767d2a4ad8d70b26ca6e747c00c14cba194b06112e23172edfac	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	The worklist subpath export belongs to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-011	6842ec6b11c06c9b987b384b4abf7e9dc4699014
137	I_kwDOONYVBs8AAAABCgcXsA	https://github.com/pdomain/pdomain-book-tools/issues/137	CLOSED	c903e31eb7a923f1dc2a5c40877523c22cd960878a2fc89a204330602457e9fc	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	AppShell props and context types belong to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-011	6842ec6b11c06c9b987b384b4abf7e9dc4699014
138	I_kwDOONYVBs8AAAABCgcXyA	https://github.com/pdomain/pdomain-book-tools/issues/138	CLOSED	b2d16fe5ed225966afdd59e27b65ec87f126a0fe1af3f3ae1dcf710f1ca029b5	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	The AppShell grid skeleton belongs to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-011	6842ec6b11c06c9b987b384b4abf7e9dc4699014
139	I_kwDOONYVBs8AAAABCgcX4Q	https://github.com/pdomain/pdomain-book-tools/issues/139	CLOSED	227d66a77918734140dcf8059e02e249dda692bdba659c6cc4783a4f2480d114	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	LauncherSlot and LauncherTile belong to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-012	6842ec6b11c06c9b987b384b4abf7e9dc4699014
140	I_kwDOONYVBs8AAAABCgcX-g	https://github.com/pdomain/pdomain-book-tools/issues/140	CLOSED	8968dc907721b4e9e8a9ee09bf224b7b2a92fcfb7aa33e4e7e029e81682ab103	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	Breadcrumb, TopNav, Drawer, Rail, and RightPanel sub-shells belong to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-012	6842ec6b11c06c9b987b384b4abf7e9dc4699014
141	I_kwDOONYVBs8AAAABCgcYEg	https://github.com/pdomain/pdomain-book-tools/issues/141	CLOSED	92239679a5724c89f93d79d4f98fb2c9bc66e715d4152b7cfda5030e72f95ee2	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	The shell subpath export belongs to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-012	6842ec6b11c06c9b987b384b4abf7e9dc4699014
142	I_kwDOONYVBs8AAAABCgcYKg	https://github.com/pdomain/pdomain-book-tools/issues/142	CLOSED	b148826bfea6aded046802b1f5d09943ac4b125b954b568738e7efb53f21301f	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	Four state-store factories belong to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-012	6842ec6b11c06c9b987b384b4abf7e9dc4699014
143	I_kwDOONYVBs8AAAABCgcYSw	https://github.com/pdomain/pdomain-book-tools/issues/143	CLOSED	05f5fc48d50498ce1b9624db41fecf4acd28c3c2e6b89ef6614fc3d95cab01d2	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	Context-bound selection, viewport, and worklist hooks belong to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-012	6842ec6b11c06c9b987b384b4abf7e9dc4699014
144	I_kwDOONYVBs8AAAABCgcYZg	https://github.com/pdomain/pdomain-book-tools/issues/144	CLOSED	eae5dda409d0a170bef8872b5ce7eb4d3f4a5317e3afe8fe542cbb9364891f19	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	UI preference storage, provider, and theme/color hooks belong to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-012	6842ec6b11c06c9b987b384b4abf7e9dc4699014
145	I_kwDOONYVBs8AAAABCgcYgw	https://github.com/pdomain/pdomain-book-tools/issues/145	CLOSED	49d4562af67d8c04dc787b69f77803fdfb40a7a16aecfd087a7a0fe92dbe9d0b	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	Suite-sibling context and hooks belong to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-012	6842ec6b11c06c9b987b384b4abf7e9dc4699014
146	I_kwDOONYVBs8AAAABCgdifQ	https://github.com/pdomain/pdomain-book-tools/issues/146	CLOSED	faafa434f7a477f48667b957d3ac81dd4428ebf12fd33fd6670b4e8e05d5afe3	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	Stub-friendly `useStageCall` and `useLongJob` interfaces belong to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-012	6842ec6b11c06c9b987b384b4abf7e9dc4699014
147	I_kwDOONYVBs8AAAABCgdiyw	https://github.com/pdomain/pdomain-book-tools/issues/147	CLOSED	f7f869b479b8db8a96187542eb5b1e431076be58850f629bbcb0e5abbd56f4ee	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	Canvas and worklist hook re-exports belong to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-012	6842ec6b11c06c9b987b384b4abf7e9dc4699014
148	I_kwDOONYVBs8AAAABCgdjDQ	https://github.com/pdomain/pdomain-book-tools/issues/148	CLOSED	d7e9074081ea71cf91f01b9f66f4c54515e5ab0dd91b0aff7e4498967ea252c8	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	The stores subpath export belongs to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-012	6842ec6b11c06c9b987b384b4abf7e9dc4699014
149	I_kwDOONYVBs8AAAABCgdjWw	https://github.com/pdomain/pdomain-book-tools/issues/149	CLOSED	a9dbd7db983cbffc4d26e742bb7dce8ed320af84dddba39b07421baec1b67e5f	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	The Storybook scaffold belongs to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-013	6842ec6b11c06c9b987b384b4abf7e9dc4699014
150	I_kwDOONYVBs8AAAABCgdjpA	https://github.com/pdomain/pdomain-book-tools/issues/150	CLOSED	8312adb6ae50548778d6a49b3e951558f1b50fe7c8416ae853a03f94b287d027	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	Primitive-component stories belong to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-013	6842ec6b11c06c9b987b384b4abf7e9dc4699014
151	I_kwDOONYVBs8AAAABCgdj6g	https://github.com/pdomain/pdomain-book-tools/issues/151	CLOSED	32769c0e6069555619d594646227947da798a576fd9f5586e6bb8674b8c4ea5a	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	Canvas, Worklist, and Shell stories belong to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-013	6842ec6b11c06c9b987b384b4abf7e9dc4699014
152	I_kwDOONYVBs8AAAABCgdkLQ	https://github.com/pdomain/pdomain-book-tools/issues/152	CLOSED	be669161db8b3cbf8a8d53b3e2ec7f2e05c773a70302627d4446e036ebd88092	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	Icon stories belong to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-013	6842ec6b11c06c9b987b384b4abf7e9dc4699014
153	I_kwDOONYVBs8AAAABCgdkcw	https://github.com/pdomain/pdomain-book-tools/issues/153	CLOSED	e8e444e3783aac8d3b8703f9aa5f817cbf1852a4773f22bc4fb54d5816b2a6c7	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	The story-presence CI gate belongs to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-013	6842ec6b11c06c9b987b384b4abf7e9dc4699014
154	I_kwDOONYVBs8AAAABCgdktA	https://github.com/pdomain/pdomain-book-tools/issues/154	CLOSED	04d4ef26d84343eef6cd8e65c3268eae48f822dce37c0ae7c0417ad21313bd44	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	Build-output completeness verification belongs to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-013	6842ec6b11c06c9b987b384b4abf7e9dc4699014
155	I_kwDOONYVBs8AAAABCgdk8w	https://github.com/pdomain/pdomain-book-tools/issues/155	CLOSED	d015a6e98a06cd901e76ccf6e5193a2cf7c8367396c7a0335de3345bfa0571f8	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	The `0.1.0-alpha` version bump belongs to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-013	6842ec6b11c06c9b987b384b4abf7e9dc4699014
156	I_kwDOONYVBs8AAAABCgdlPA	https://github.com/pdomain/pdomain-book-tools/issues/156	CLOSED	e11fe705f1d4eda3c67af3fa583ce73f92b0be9a844be56789c27eb0fc7407d2	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	The publish dry run and temporary-consumer smoke install belong to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-013	6842ec6b11c06c9b987b384b4abf7e9dc4699014
157	I_kwDOONYVBs8AAAABCgdlcg	https://github.com/pdomain/pdomain-book-tools/issues/157	CLOSED	b0c98220c30f907aa1760e60d7e55049099f9c4dc85417f512e52cb50f1f88f5	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	Publishing `0.1.0-alpha` belongs to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-013	6842ec6b11c06c9b987b384b4abf7e9dc4699014
158	I_kwDOONYVBs8AAAABCgdlrA	https://github.com/pdomain/pdomain-book-tools/issues/158	CLOSED	d7a29e5a7c635ab0a8f58044748244a4addd9c35cd80241daa6e57e145517e28	This ledger; immutable raw export; parent #78; [`ConcaveTrillion/ocr-container-meta#12`](https://github.com/ConcaveTrillion/ocr-container-meta/issues/12)	Release documentation belongs to the external `pd-ui` plan	Superseded by parent and meta-repository tracking; no local implementation claim	Deleted and verified; deletion journal completed-013	6842ec6b11c06c9b987b384b4abf7e9dc4699014
159	I_kwDOONYVBs8AAAABCge0JQ	https://github.com/pdomain/pdomain-book-tools/issues/159	CLOSED	070afa6c1a7a0881e8f958906c0e8eca0839adbc380a7ee9f48b742964cbf401	This ledger; immutable raw export; parent #56; meta-repository cross-cut tracking	The decompose-spec default-sync and compatibility changes belong to cross-cut skill tooling	Superseded by meta-repository tracking; no local implementation claim or successor issue inferred	Deleted and verified; deletion journal completed-014	6842ec6b11c06c9b987b384b4abf7e9dc4699014
160	I_kwDOONYVBs8AAAABClPsgA	https://github.com/pdomain/pdomain-book-tools/issues/160	CLOSED	541ba9a942a614fc08d8d7aeab1c4deda9aba70ed05d735bde170517b6293a60	This ledger; immutable raw export	The one-time grooming report recorded seven `mark_complete` actions and no items for CT review	Abandoned as completed disposable workflow output; no product or implementation claim	Deleted and verified; deletion journal completed-014	6842ec6b11c06c9b987b384b4abf7e9dc4699014
161	I_kwDOONYVBs8AAAABC_elAw	https://github.com/pdomain/pdomain-book-tools/issues/161	OPEN	0a7c4c7c49f77dbc64f72b3022bc6645faaf42b0a575ac5d8ff65c6f771069ad	docs/issues/2026-05-21-gh-161-optional-ocr-dependencies.md	Active governed issue record; completion not claimed	Active governed record; completion not claimed	Deleted and verified; retained-003	66a71c7ac05589428c98995508e2639e4e95642c
162	I_kwDOONYVBs8AAAABDFiuTw	https://github.com/pdomain/pdomain-book-tools/issues/162	CLOSED	c5d65ff48b84ed09035aeba90dfc6abd762d0c57b0aef8db17c1ba7e6e6ac9fb	This ledger; immutable raw export; commit `46be7aa`; `pdomain_book_tools/licenses`; focused tests	The shared data-driven SPDX allowlist and validator shipped	Implemented; downstream integration remains outside this issue	Deleted and verified; deletion journal completed-014	6842ec6b11c06c9b987b384b4abf7e9dc4699014
163	I_kwDOONYVBs8AAAABDG4lMA	https://github.com/pdomain/pdomain-book-tools/issues/163	CLOSED	7f441e6d436b2e88a95863124e180efaa63ee9976bd5f18f259dfdc09e1c609c	This ledger; immutable raw export; commit `4d483ad`; glyph annotation code and tests	LigatureKind vocabulary and legacy wire-value migration shipped; the model remained a dataclass	Implemented; SPA-side adaptation was out of scope	Deleted and verified; deletion journal completed-014	6842ec6b11c06c9b987b384b4abf7e9dc4699014
164	I_kwDOONYVBs8AAAABDG4lsQ	https://github.com/pdomain/pdomain-book-tools/issues/164	CLOSED	67e90f1f6f955d874d7c843ff3b4fd6c5b2e9030bb5200ca7cfb3f0d438014e7	This ledger; immutable raw export; commit `3480c3a`; `tests/hf/test_hf.py`	Both Hugging Face exception import paths are mocked, removing the xdist import-order flake	Implemented and regression-tested	Deleted and verified; deletion journal completed-014	6842ec6b11c06c9b987b384b4abf7e9dc4699014
165	I_kwDOONYVBs8AAAABDHVLeg	https://github.com/pdomain/pdomain-book-tools/issues/165	CLOSED	58b2edf5b86baf582e826bc2793e134f5fa09fdd3945681bdb60faeeedc9d005	docs/issues/2026-05-22-gh-165-checkpoint-hardening.md	Commits `31137f1` and `e5cf913` shipped the safe default, injected loader, and state-dict validation; file-size, checksum, pinned-revision, `safetensors`, and local-path trust work remains	Partially implemented; governed residual remains active	Deleted and verified; retained-001	66a71c7ac05589428c98995508e2639e4e95642c
166	I_kwDOONYVBs8AAAABDHVMLA	https://github.com/pdomain/pdomain-book-tools/issues/166	CLOSED	c45824601666ef0d2f6a721272ba770a0450c76fb0b8b90c333919e61ffa53e5	This ledger; immutable raw export; commit `12baa82`; page export code and tests	DocTR training-set export now branches on normalized versus pixel-space boxes	Implemented and regression-tested	Deleted and verified; deletion journal completed-014	6842ec6b11c06c9b987b384b4abf7e9dc4699014
167	I_kwDOONYVBs8AAAABDHVNEA	https://github.com/pdomain/pdomain-book-tools/issues/167	CLOSED	07ff814b4a1290308b683073ca3c1a2fa444061ccbc712b8adf17b84b46ffcbe	This ledger; immutable raw export; commit `cc965da`; detector registry tests	Failed `log_and_null` fallbacks no longer poison the detector cache	Implemented and regression-tested	Deleted and verified; deletion journal completed-014	6842ec6b11c06c9b987b384b4abf7e9dc4699014
168	I_kwDOONYVBs8AAAABDHVOGQ	https://github.com/pdomain/pdomain-book-tools/issues/168	CLOSED	b47b53848f25d7e526b3dd77aa2846d34162c7baf2998cdbb2806304cf61ae1f	This ledger; immutable raw export; commit `68917a8`; merge `7a3493d`; detector registry tests	Detector registration now always evicts cached entries for the key	Implemented and regression-tested	Deleted and verified; deletion journal completed-014	6842ec6b11c06c9b987b384b4abf7e9dc4699014
169	I_kwDOONYVBs8AAAABDHVOsQ	https://github.com/pdomain/pdomain-book-tools/issues/169	CLOSED	afd74ff4245e0700c661e88a18c9d6fffa5bbc43bc4ee2ebc27a6eb463112e44	This ledger; immutable raw export; commit `e6e31c9`; merge `72db9fe`; geometry and backend tests	Zero-overlap crops no longer become unrelated one-pixel edge strips	Implemented across BoundingBox, OpenCV, and CuPy paths	Deleted and verified; deletion journal completed-014	6842ec6b11c06c9b987b384b4abf7e9dc4699014
170	I_kwDOONYVBs8AAAABDHVPyA	https://github.com/pdomain/pdomain-book-tools/issues/170	CLOSED	fd6e1037661529afe0fbfbc6d9dfe04e848e7c6bc5c40c061a1b24ad161697a9	This ledger; immutable raw export; commit `cd8485a`; merge `72db9fe`; image-op tests	Pixel-space float boxes now use floor-min, ceil-max, clamped integer ROI bounds	Implemented and regression-tested	Deleted and verified; deletion journal completed-014	6842ec6b11c06c9b987b384b4abf7e9dc4699014
171	I_kwDOONYVBs8AAAABDHVQew	https://github.com/pdomain/pdomain-book-tools/issues/171	CLOSED	32719f09cb9e4a0af3e53f5ea396fcb1e19853a1b56ab384c11180ce98be8d51	This ledger; immutable raw export; commit `48dcf7e`	The broken GPU job belonged to dead GitLab configuration in a GitHub-only repository	Disposed by deleting `.gitlab-ci.yml`; no GPU CI implementation claim	Deleted and verified; deletion journal completed-015	6842ec6b11c06c9b987b384b4abf7e9dc4699014
172	I_kwDOONYVBs8AAAABDHVRfg	https://github.com/pdomain/pdomain-book-tools/issues/172	CLOSED	5cf24a59f71bbd55277f6c95f2b3b921847433d93b7f95422cd991cd5221ccdd	This ledger; immutable raw export; commit `48dcf7e`	The missing XML artifact belonged to the same unused GitLab pipeline	Disposed by deleting `.gitlab-ci.yml`; no XML coverage-report implementation claim	Deleted and verified; deletion journal completed-015	6842ec6b11c06c9b987b384b4abf7e9dc4699014
173	I_kwDOONYVBs8AAAABDHVSkQ	https://github.com/pdomain/pdomain-book-tools/issues/173	CLOSED	41a53a1113df62ee77707fd567a4e3b565d63bbfe4fb7fea764f1740828ad269	This ledger; immutable raw export; commits `e64abc5` and `48dcf7e`; packaging and CI configuration	The declared and tested Python range is 3.11 through 3.13	Implemented with `>=3.11,<3.14`; no 3.14 support claim	Deleted and verified; deletion journal completed-015	6842ec6b11c06c9b987b384b4abf7e9dc4699014
174	I_kwDOONYVBs8AAAABDHVTEw	https://github.com/pdomain/pdomain-book-tools/issues/174	CLOSED	1d95164e586c9cbb9034255609b786b5405cdfed820e55dc907c2429b6b83d8b	This ledger; immutable raw export; commit `c7b6962`; page generator tests	Training-set prefixes reject absolute paths, separators, and `..` before writes	Implemented path-escape prevention; no basename allowlist or resolved-containment claim	Deleted and verified; deletion journal completed-015	6842ec6b11c06c9b987b384b4abf7e9dc4699014
175	I_kwDOONYVBs8AAAABDHVTlQ	https://github.com/pdomain/pdomain-book-tools/issues/175	CLOSED	238fbd90f601879a0c3d3ce1b2510482750c7eb1527e248fc5a4e6e9c246049f	This ledger; immutable raw export; commit `32ea9ef`; schema-emission tests	`LayoutRegion` and `PageLayout` now appear in public schema emission	Implemented and regression-tested	Deleted and verified; deletion journal completed-015	6842ec6b11c06c9b987b384b4abf7e9dc4699014
176	I_kwDOONYVBs8AAAABDHVUAg	https://github.com/pdomain/pdomain-book-tools/issues/176	CLOSED	7fe3155b35b1590c5c6ef54ba537c93ab5fa14998a6b7b88fcec65742a65001e	This ledger; immutable raw export; commit `66d36c9`; layout type tests	`LayoutRegion` coerces `RegionType` and requires finite confidence in `[0,1]`	Implemented and regression-tested	Deleted and verified; deletion journal completed-015	6842ec6b11c06c9b987b384b4abf7e9dc4699014
177	I_kwDOONYVBs8AAAABDHVUbw	https://github.com/pdomain/pdomain-book-tools/issues/177	CLOSED	27934ef13108961dc9fa3099ab230ae1dd680f27c12a1c1c0702fbd958c3bd9f	This ledger; immutable raw export; commit `aed3962`; merge `165c55e`; adapter tests	The helper clips relevant out-of-range edges and drops degenerate boxes so emitted PP-DocLayout regions stay within image bounds	Implemented and regression-tested	Deleted and verified; deletion journal completed-015	6842ec6b11c06c9b987b384b4abf7e9dc4699014
